DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2014,1.4,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2015,1.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2016,1.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2017,1.18,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2018,0.68,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2019,1.58,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2020,2.02,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2021,1.92,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hamburg,2022,1.72,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2013,1.44,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2014,1.3,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2015,1.33,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2016,1.35,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2017,0.97,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2018,1.24,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2019,1.22,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2020,1.38,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2021,1.26,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Darmstadt,2022,1.11,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2013,2.16,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2014,1.73,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2015,1.67,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2016,1.62,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2017,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2018,1.29,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2019,1.19,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2020,1.09,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2021,1.1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Gießen,2022,1.23,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2013,1.89,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2014,1.29,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2015,1.41,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2016,0.88,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2017,1.15,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2018,0.7,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2019,1.26,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2020,1.16,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2021,1.2,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kassel,2022,1.32,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2013,0.59,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2014,1.08,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2015,1.07,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2016,0.72,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2017,0.85,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2018,0.7,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2019,1.25,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2020,0.56,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2021,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mecklenburg-Vorpommern,2022,0.94,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2013,1.31,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2014,1.38,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2015,1.14,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2016,1.07,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2017,1.53,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2018,1.06,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2019,0.89,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2020,1.19,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2021,0.89,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Braunschweig,2022,1.08,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2013,1.31,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2014,1.25,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2015,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2016,1.32,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2017,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2018,1.26,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2019,0.9,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2020,1.13,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2021,0.97,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Hannover,2022,1.53,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2013,1.47,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2014,1.15,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2015,1.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2016,1.04,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2017,0.65,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2018,1.42,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2019,0.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2020,1.06,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2021,1.12,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Lüneburg,2022,1.14,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2013,1.35,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2014,1.5,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2015,1.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2016,1.09,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2017,1.37,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2018,0.81,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2019,1.43,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2020,1.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2021,1.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Weser-Ems,2022,1.35,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2013,1.33,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2014,1.2,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2015,1.09,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2016,0.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2017,1.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2018,1.01,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2019,0.94,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2020,0.85,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2021,1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Düsseldorf,2022,0.77,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2013,1.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2014,1.13,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2015,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2016,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2017,1.17,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2018,0.91,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2019,1.22,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2020,0.85,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2021,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Köln,2022,0.97,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2013,1.62,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2014,1.13,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2015,1.79,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2016,1.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2017,0.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2018,0.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2019,1.21,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2020,1.27,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2021,1.1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Münster,2022,1.15,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2013,1.54,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2014,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2015,1.5,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2016,1.02,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2017,1.44,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2018,0.99,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2019,1.62,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2020,1.23,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2021,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Detmold,2022,0.92,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2013,1.63,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2014,1.37,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2015,1.29,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2016,0.99,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2017,1.2,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2018,1.11,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2019,1.25,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2020,1.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2021,0.78,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Arnsberg,2022,1.44,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2013,0.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2014,0.82,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2015,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2016,0.68,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2017,1.12,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2018,1.85,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2019,0.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2020,0.99,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2021,0.95,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Koblenz,2022,0.89,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2013,1.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2014,1.37,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2015,1.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2016,1.84,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2017,0.66,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2018,0.62,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2019,0.47,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2020,0.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2021,0.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Trier,2022,0.9,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2013,2.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2014,1.04,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2015,1.46,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2016,1.8,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2017,1.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2018,1.52,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2019,1.66,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2020,1.35,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2021,1.19,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rheinhessen-Pfalz,2022,1.87,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2013,1.11,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2014,1.95,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2015,1.87,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2016,0.88,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2017,1.42,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2018,1.74,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Saarland,2019,1.48,,
